<card qty="1" id="501fc788-74fc-4984-b2db-8784b3ef738e">Red Room Training</card>	501fc788-74fc-4984-b2db-8784b3ef738e	Red Room Training		Hero	2	Upgrade	👊🏾						SKILL.
<card qty="1" id="8ae9ee58-80bb-4099-a39f-8b9a59043b26">Bio-Synthetic Wings</card>	8ae9ee58-80bb-4099-a39f-8b9a59043b26	Bio-Synthetic Wings		Hero	2	Upgrade	⚡						ITEM. TECH.
<card qty="1" id="ab835ea6-17dd-4015-84a5-3c3565ce1adf">Wasp's Helmet</card>	ab835ea6-17dd-4015-84a5-3c3565ce1adf	Wasp's Helmet		Hero	2	Upgrade	👊🏾						ARMOR. TECH.
<card qty="1" id="f0a837c2-2bd5-45bd-8597-c2914b1f4101">Thor</card>	f0a837c2-2bd5-45bd-8597-c2914b1f4101	Thor (Jane Foster)		Aggression	4	Ally	⚡						ASGARD. AVENGER.
<card qty="1" id="068bf7bb-4f04-42f6-8f60-912ce83cc65e">Wasp</card>	068bf7bb-4f04-42f6-8f60-912ce83cc65e	Wasp (Janet Van Dyne)		Aggression	0	Ally	🧪						AERIAL. AVENGER.
<card qty="3" id="307bbc05-3bac-474f-8f9c-2a8bb3056d59">Into the Fray</card>	307bbc05-3bac-474f-8f9c-2a8bb3056d59	Into the Fray		Aggression	3	Event	⚡						ATTACK.
<card qty="3" id="2d68d089-17ae-4186-97d0-e946238844fd">Surprise Attack</card>	2d68d089-17ae-4186-97d0-e946238844fd	Surprise Attack		Aggression	1	Event	👊🏾						ATTACK.
<card qty="3" id="797125f6-ccc0-4f27-afaf-faefd0bb80c1">Boot Camp</card>	797125f6-ccc0-4f27-afaf-faefd0bb80c1	Boot Camp		Aggression	3	Support	🧪						LOCATION.
<card qty="3" id="c4f454f7-5f35-41c1-92d0-ca5dd86521d6">Lie in Wait</card>	c4f454f7-5f35-41c1-92d0-ca5dd86521d6	Lie in Wait		Aggression	1	Upgrade	⚡						PREPARATION.
<card qty="1" id="80916caf-8e48-4618-b738-1cc933232d95">Ironheart</card>	80916caf-8e48-4618-b738-1cc933232d95	Ironheart		Basic	2	Ally	🧪						CHAMPION.
<card qty="1" id="0eb621b6-6efd-4f77-98e6-b028205e2f06">Spider-Man</card>	0eb621b6-6efd-4f77-98e6-b028205e2f06	Spider-Man (Miles Morales)		Basic	3	Ally	👊🏾						CHAMPION.
<card qty="2" id="9e2948fa-8002-4795-8859-3fd6d8619de1">The Power in All of Us</card>	9e2948fa-8002-4795-8859-3fd6d8619de1	The Power in All of Us		Basic	-	Resource	✨			
<card qty="3" id="056105f7-90ff-40ff-98ef-8254e4048983">Running Interference</card>	056105f7-90ff-40ff-98ef-8254e4048983	Running Interference		Justice	2	Event	👊🏾						THWART.
<card qty="3" id="dc29242b-a8c7-4c8b-bf04-76e12cc241ec">All for One</card>	dc29242b-a8c7-4c8b-bf04-76e12cc241ec	All for One		Leadership	2	Event	⚡						ATTACK.
<card qty="3" id="98ae186d-4bcf-4a5a-879d-a3671f1a3f31">Perseverance</card>	98ae186d-4bcf-4a5a-879d-a3671f1a3f31	Perseverance		Protection	1	Event	🧪						TACTIC.
<card qty="3" id="a9411fcb-bb5e-4d78-a77d-420969795b0c">Athletic Conditioning</card>	a9411fcb-bb5e-4d78-a77d-420969795b0c	Athletic Conditioning		Basic	1	Event	🧪			
<card qty="1" id="27563ec3-deff-45b4-ba0f-4b0efc505260">Scarlet Witch</card>	27563ec3-deff-45b4-ba0f-4b0efc505260	Scarlet Witch (Wanda Maximoff)		Hero	3	Ally	✨						AVENGER.
<card qty="4" id="4cbbd1d0-b9b3-4174-8fe4-0d4d40601b68">Always Be Running</card>	4cbbd1d0-b9b3-4174-8fe4-0d4d40601b68	Always Be Running		Hero	1	Event	⚡						SUPERPOWER.
<card qty="2" id="dbc87f51-a14a-4c5e-8c7c-eb10b1ed0359">Double Time</card>	dbc87f51-a14a-4c5e-8c7c-eb10b1ed0359	Double Time		Hero	2	Event	🧪						SUPERPOWER.
<card qty="2" id="15db42a4-697a-4b74-99a9-ee9f416cc3aa">Maximum Velocity</card>	15db42a4-697a-4b74-99a9-ee9f416cc3aa	Maximum Velocity		Hero	2	Event	👊🏾						SUPERPOWER.
<card qty="1" id="f160f68e-eb52-4b8b-bf4b-8f9d2fbf9a54">Speed Cyclone</card>	f160f68e-eb52-4b8b-bf4b-8f9d2fbf9a54	Speed Cyclone		Hero	X	Event	⚡						SUPERPOWER.
<card qty="1" id="f96101d2-22df-4923-bf04-21a231839406">Serval Industries</card>	f96101d2-22df-4923-bf04-21a231839406	Serval Industries		Hero	1	Support	🧪						LOCATION. X-FACTOR.
<card qty="1" id="c06f00d9-3e64-45ef-a526-a82427c881a5">Accelerated Reflex</card>	c06f00d9-3e64-45ef-a526-a82427c881a5	Accelerated Reflex		Hero	2	Upgrade	⚡						CONDITION. SUPERPOWER.
<card qty="1" id="3ef346d1-d0c3-4c32-bcbe-65c2f60c25be">Friction Resistance</card>	3ef346d1-d0c3-4c32-bcbe-65c2f60c25be	Friction Resistance		Hero	3	Upgrade	👊🏾						CONDITION. SUPERPOWER.
<card qty="1" id="23a96772-883c-432b-ad4a-7e0d9f1c350e">Hyper Perception</card>	23a96772-883c-432b-ad4a-7e0d9f1c350e	Hyper Perception		Hero	2	Upgrade	🧪						CONDITION. SUPERPOWER.
<card qty="1" id="a546bc5a-c512-4ad4-b2d9-3a69a9ceb9bc">Reinforced Sinew</card>	a546bc5a-c512-4ad4-b2d9-3a69a9ceb9bc	Reinforced Sinew		Hero	2	Upgrade	👊🏾						CONDITION. SUPERPOWER.
<card qty="3" id="037f0d95-defe-49dd-b1d8-94c5ef54cb06">Multiple Man</card>	037f0d95-defe-49dd-b1d8-94c5ef54cb06	Multiple Man		Protection	4	Ally	🧪						X-FACTOR.
<card qty="1" id="f318a4db-58e4-4240-a549-89cb296948da">Warlock</card>	f318a4db-58e4-4240-a549-89cb296948da	Warlock		Protection	3	Ally	👊🏾						X-FACTOR.
<card qty="3" id="71872cd7-aaa0-4eac-b9d0-981e7b04ac5e">Never Back Down</card>	71872cd7-aaa0-4eac-b9d0-981e7b04ac5e	Never Back Down		Protection	1	Event	👊🏾						DEFENSE.
<card qty="3" id="a71e6b8e-4546-463b-b4b6-5e6c7284af98">Side Step</card>	a71e6b8e-4546-463b-b4b6-5e6c7284af98	Side Step		Protection	1	Event	🧪						DEFENSE.
<card qty="3" id="47662965-ed43-4427-b52d-fb0927467309">Nerves of Steel</card>	47662965-ed43-4427-b52d-fb0927467309	Nerves of Steel		Protection	2	Upgrade	⚡						SKILL.
<card qty="1" id="e990faf6-5bd0-4938-8b5c-c7612d600a4d">Order and Chaos</card>	e990faf6-5bd0-4938-8b5c-c7612d600a4d	Order and Chaos		Basic	1	Event	👊🏾			
<card qty="3" id="ba59a9a8-3b10-4f3f-9f6b-b4f713d7f77c">Adrenaline Rush</card>	ba59a9a8-3b10-4f3f-9f6b-b4f713d7f77c	Adrenaline Rush		Basic	1	Upgrade	⚡						CONDITION.
<card qty="3" id="b6118d0f-06ef-476f-8840-6955bd936fc3">Civic Duty</card>	b6118d0f-06ef-476f-8840-6955bd936fc3	Civic Duty		Basic	1	Upgrade	🧪						TACTIC.
<card qty="3" id="03f041bd-31ce-4f5d-9d75-1e89ca73b046">Brute Force</card>	03f041bd-31ce-4f5d-9d75-1e89ca73b046	Brute Force		Aggression	1	Upgrade	🧪						SKILL.
<card qty="3" id="4eb5d1fe-76c4-4109-a12e-9a1aeb21b440">Sense of Justice</card>	4eb5d1fe-76c4-4109-a12e-9a1aeb21b440	Sense of Justice		Justice	2	Upgrade	🧪						SKILL.
<card qty="3" id="32abb61c-5319-4294-94df-47ab0fc8d39d">United We Stand</card>	32abb61c-5319-4294-94df-47ab0fc8d39d	United We Stand		Leadership	0	Event	👊🏾			
<card qty="3" id="6450a08d-951a-4ce3-ab77-11ef49b4d47a">Beat 'Em Up</card>	6450a08d-951a-4ce3-ab77-11ef49b4d47a	Beat 'Em Up		Basic	2	Event	⚡						TACTIC.
<card qty="1" id="35ca30d8-ff32-47d3-ae13-acd548ec2858">Quicksilver</card>	35ca30d8-ff32-47d3-ae13-acd548ec2858	Quicksilver (Pietro Maximoff)		Hero	4	Ally	✨						AVENGER.
<card qty="1" id="7065d650-584d-48ca-b5f6-e32b38987525">Chaos Magic</card>	7065d650-584d-48ca-b5f6-e32b38987525	Chaos Magic		Hero	0	Event	✨						SPELL. SUPERPOWER.
<card qty="4" id="94b023e7-231c-46fd-90de-65b6ed5ba088">Hex Bolt</card>	94b023e7-231c-46fd-90de-65b6ed5ba088	Hex Bolt		Hero	2	Event	🧪						SPELL. SUPERPOWER.
<card qty="3" id="85852232-b0a6-452f-893d-bb913574de74">Molecular Decay</card>	85852232-b0a6-452f-893d-bb913574de74	Molecular Decay		Hero	3	Event	⚡						ATTACK. SPELL.
<card qty="1" id="f8be01b0-e952-46e8-8b89-dab89c339eeb">Warp Reality</card>	f8be01b0-e952-46e8-8b89-dab89c339eeb	Warp Reality		Hero	1	Event	👊🏾						SPELL. SUPERPOWER.
<card qty="1" id="c437ca24-2641-4be5-a357-3dfaeaaae02e">Agatha Harkness</card>	c437ca24-2641-4be5-a357-3dfaeaaae02e	Agatha Harkness		Hero	1	Support	🧪						PERSONA.
<card qty="3" id="bc108a42-a9b7-4066-9174-a142050e8a42">Magic Shield</card>	bc108a42-a9b7-4066-9174-a142050e8a42	Magic Shield		Hero	1	Upgrade	👊🏾						SPELL.
<card qty="1" id="80e91eb1-0ac3-4ad3-9021-99902fb3c701">Scarlet Witch's Crest</card>	80e91eb1-0ac3-4ad3-9021-99902fb3c701	Scarlet Witch's Crest		Hero	2	Upgrade	⚡						ITEM.
<card qty="1" id="44494ef5-7132-4d14-95f1-d3532b87dfbe">Speed</card>	44494ef5-7132-4d14-95f1-d3532b87dfbe	Speed (Thomas Shepherd)		Justice	4	Ally	👊🏾						AVENGER.
<card qty="1" id="c2aabe6d-2f40-4d97-81d5-14695e77fb25">Wiccan</card>	c2aabe6d-2f40-4d97-81d5-14695e77fb25	Wiccan (William Kaplan)		Justice	2	Ally	🧪						AVENGER.
<card qty="3" id="82e9a226-d6ce-4d32-a35a-a066e1c54268">Crisis Averted</card>	82e9a226-d6ce-4d32-a35a-a066e1c54268	Crisis Averted		Justice	3	Event	🧪						THWART.
<card qty="3" id="97d4f4a2-dfa6-4bcf-b00f-1af6d419ad40">Multitasking</card>	97d4f4a2-dfa6-4bcf-b00f-1af6d419ad40	Multitasking		Justice	1	Event	👊🏾						THWART.
<card qty="3" id="62fa25fe-f0b1-475d-b801-0428cb832159">Swift Retribution</card>	62fa25fe-f0b1-475d-b801-0428cb832159	Swift Retribution		Justice	1	Event	🧪						ATTACK.
<card qty="3" id="ab1254ea-6463-4e6d-934c-cb8e838b6a8c">Turn the Tide</card>	ab1254ea-6463-4e6d-934c-cb8e838b6a8c	Turn the Tide		Justice	0	Event	⚡						ATTACK.
<card qty="3" id="77246fe9-9595-4e24-b550-319ae233f93d">Spiritual Meditation</card>	77246fe9-9595-4e24-b550-319ae233f93d	Spiritual Meditation		Basic	0	Event	🧪						SPELL.
<card qty="3" id="08227d3f-eaa8-4f68-8b5e-f2ed5ebaa39c">Browbeat</card>	08227d3f-eaa8-4f68-8b5e-f2ed5ebaa39c	Browbeat		Aggression	2	Event	👊🏾						ATTACK.
<card qty="3" id="00488bc2-71e8-481e-af60-fe236cd62f52">Last Stand</card>	00488bc2-71e8-481e-af60-fe236cd62f52	Last Stand		Leadership	0	Event	🧪						TACTIC.
<card qty="3" id="6c4a2a07-356d-4ea3-b801-8e35c0614ce5">Bait and Switch</card>	6c4a2a07-356d-4ea3-b801-8e35c0614ce5	Bait and Switch		Protection	1	Event	⚡						THWART.
<card qty="3" id="eb2b71d4-21c7-4781-a2f1-86011634f1ad">Recuperation</card>	eb2b71d4-21c7-4781-a2f1-86011634f1ad	Recuperation		Basic	2	Event	👊🏾			
<card qty="2" id="3dc435c1-60bb-4337-9b0d-dea43870a2a2">Fruition</card>	3dc435c1-60bb-4337-9b0d-dea43870a2a2	Fruition		Hero	0	Event	🧪						SUPERPOWER.
<card qty="2" id="cb5b1f06-7c46-4c7a-890e-252bc268a92e">"I am Groot"</card>	cb5b1f06-7c46-4c7a-890e-252bc268a92e	"I am Groot"		Hero	3	Event	🧪						SUPERPOWER. THWART.
<card qty="2" id="9cd48dd8-2b63-4c54-a10b-cc104daac6e2">"I. AM. GROOT!"</card>	9cd48dd8-2b63-4c54-a10b-cc104daac6e2	"I. AM. GROOT!"		Hero	2	Event	👊🏾						ATTACK. SUPERPOWER.
<card qty="3" id="a7100fbd-c729-4e90-911d-53ea87dc7aab">Root Stomp</card>	a7100fbd-c729-4e90-911d-53ea87dc7aab	Root Stomp		Hero	2	Event	👊🏾						ATTACK. SUPERPOWER.
<card qty="1" id="f33dadea-e978-4939-9f6f-c6cb6fe8f363">"We Are Groot"</card>	f33dadea-e978-4939-9f6f-c6cb6fe8f363	"We Are Groot"		Hero	1	Event	🧪						SUPERPOWER.
<card qty="1" id="1637e28a-c1e0-4203-bc96-cdcf6e33ed36">Fertile Ground</card>	1637e28a-c1e0-4203-bc96-cdcf6e33ed36	Fertile Ground		Hero	1	Support	⚡						LOCATION.
<card qty="1" id="fab298a4-a414-44f4-a52b-2c4993315987">Entangling Vines</card>	fab298a4-a414-44f4-a52b-2c4993315987	Entangling Vines		Hero	1	Upgrade	🧪						SUPERPOWER.
<card qty="1" id="102fb94e-3791-4b2c-88bc-9be337d7f12d">Lashing Vines</card>	102fb94e-3791-4b2c-88bc-9be337d7f12d	Lashing Vines		Hero	1	Upgrade	⚡						SUPERPOWER.
<card qty="1" id="90660499-55a1-46d5-a779-75db7bb7f955">Vine Shield</card>	90660499-55a1-46d5-a779-75db7bb7f955	Vine Shield		Hero	1	Upgrade	👊🏾						SUPERPOWER.
<card qty="1" id="89ee82ff-2eba-4f19-b4f2-6268255a8fc4">Vine Spikes</card>	89ee82ff-2eba-4f19-b4f2-6268255a8fc4	Vine Spikes		Hero	1	Upgrade	👊🏾						SUPERPOWER.
<card qty="1" id="949afe72-c83d-4f48-bb83-be2a25e73d2a">Starhawk</card>	949afe72-c83d-4f48-bb83-be2a25e73d2a	Starhawk		Protection	2	Ally	👊🏾						AERIAL. GUARDIAN.
<card qty="3" id="bf5f9142-ef49-4ed6-b703-944a2aa47003">Fighting Fit</card>	bf5f9142-ef49-4ed6-b703-944a2aa47003	Fighting Fit		Protection	2	Event	👊🏾						ATTACK.
<card qty="3" id="155ca0ab-f113-4e62-854c-88db749083a0">Dauntless</card>	155ca0ab-f113-4e62-854c-88db749083a0	Dauntless		Protection	1	Upgrade	⚡						CONDITION.
<card qty="3" id="86a866bd-b987-40ea-836c-a5d89bfd65bd">Hard to Ignore</card>	86a866bd-b987-40ea-836c-a5d89bfd65bd	Hard to Ignore		Protection	1	Upgrade	👊🏾						SKILL.
<card qty="1" id="cc910b3f-fee1-40d0-b079-cf5679cea656">Rocket Raccoon</card>	cc910b3f-fee1-40d0-b079-cf5679cea656	Rocket Raccoon		Basic	3	Ally	✨						GUARDIAN.
<card qty="1" id="ef9b76e0-3b28-4f6e-b3a7-6a019971b2f7">Flora and Fauna</card>	ef9b76e0-3b28-4f6e-b3a7-6a019971b2f7	Flora and Fauna		Basic	1	Event	✨			
<card qty="3" id="b2c4439d-cdaf-45f0-99d5-06f2ea3ede74">Deft Focus</card>	b2c4439d-cdaf-45f0-99d5-06f2ea3ede74	Deft Focus		Basic	1	Upgrade	⚡						SKILL.
<card qty="2" id="74d5c11e-5013-4f4e-a68a-7e32a54b07cb">I've Got a Plan</card>	74d5c11e-5013-4f4e-a68a-7e32a54b07cb	I've Got a Plan		Hero	1	Event	🧪						TACTIC.
<card qty="2" id="c633a8dd-b39e-4c45-bc6d-ae1a9bd24262">Reload</card>	c633a8dd-b39e-4c45-bc6d-ae1a9bd24262	Reload		Hero	1	Event	⚡						SKILL.
<card qty="1" id="9c4fb453-1005-499f-8b35-c01dec58a8db">Schadenfreude</card>	9c4fb453-1005-499f-8b35-c01dec58a8db	Schadenfreude		Hero	2	Event	👊🏾			
<card qty="2" id="5001041a-6434-4299-a921-6186bcf98787">Salvage</card>	5001041a-6434-4299-a921-6186bcf98787	Salvage		Hero	-	Resource	🧪✨				
<card qty="2" id="9cd9d007-1182-4074-9f5b-4475ee978998">Battery Pack</card>	9cd9d007-1182-4074-9f5b-4475ee978998	Battery Pack		Hero	1	Upgrade	⚡						ITEM. TECH.
<card qty="1" id="03bda908-610e-45e2-b32f-0a18ffc4b5f3">Cybernetic Skeleton</card>	03bda908-610e-45e2-b32f-0a18ffc4b5f3	Cybernetic Skeleton		Hero	2	Upgrade	⚡						TECH.
<card qty="1" id="109f54e2-aa22-4c9f-a442-a5e96e434eb1">Particle Cannon</card>	109f54e2-aa22-4c9f-a442-a5e96e434eb1	Particle Cannon		Hero	3	Upgrade	🧪						TECH. WEAPON.
<card qty="1" id="e10d0257-ba04-40b8-8535-4251bd261248">Rocket Launcher</card>	e10d0257-ba04-40b8-8535-4251bd261248	Rocket Launcher		Hero	3	Upgrade	👊🏾						TECH. WEAPON.
<card qty="2" id="0dae2984-63e4-45b3-8d44-663177c244c5">Rocket's Pistol</card>	0dae2984-63e4-45b3-8d44-663177c244c5	Rocket's Pistol		Hero	1	Upgrade	⚡						TECH. WEAPON.
<card qty="1" id="0f6e640f-27fb-489a-9c83-0d7838038d01">Thruster Boots</card>	0f6e640f-27fb-489a-9c83-0d7838038d01	Thruster Boots		Hero	1	Upgrade	🧪						ARMOR. TECH.
<card qty="1" id="81a88194-d33d-4891-9f38-dc8b48ccd88f">Bug</card>	81a88194-d33d-4891-9f38-dc8b48ccd88f	Bug		Aggression	2	Ally	⚡						GUARDIAN.
<card qty="3" id="d9ea4e9a-9962-4bba-819e-ab1762dda84b">Looking for Trouble</card>	d9ea4e9a-9962-4bba-819e-ab1762dda84b	Looking for Trouble		Aggression	0	Event	👊🏾						THWART.
<card qty="3" id="82df8051-6877-4bd6-a4eb-195b278ffe14">Follow Through</card>	82df8051-6877-4bd6-a4eb-195b278ffe14	Follow Through		Aggression	2	Upgrade	🧪						SKILL.
<card qty="3" id="af617ca4-988e-463e-9f16-036a85f8d4cc">Hand Cannon</card>	af617ca4-988e-463e-9f16-036a85f8d4cc	Hand Cannon		Aggression	2	Upgrade	👊🏾						TECH. WEAPON.
<card qty="1" id="cc3aae31-0bbb-48d7-a0ce-dc175b829784">Groot</card>	cc3aae31-0bbb-48d7-a0ce-dc175b829784	Groot		Basic	3	Ally	✨						GUARDIAN.
<card qty="3" id="c47ea801-fa55-4d82-b128-15fa6e474e5a">Booster Boots</card>	c47ea801-fa55-4d82-b128-15fa6e474e5a	Booster Boots		Basic	1	Upgrade	🧪						ARMOR. TECH.
<card qty="1" id="campaign-0000-0000-0000-000000016150">Brainstorm</card>	campaign-0000-0000-0000-000000016150	Brainstorm		Campaign	0	Event	✨						THWART.
<card qty="1" id="campaign-0000-0000-0000-000000016151">By Any Means</card>	campaign-0000-0000-0000-000000016151	By Any Means		Campaign	0	Event	✨						ATTACK.
<card qty="1" id="campaign-0000-0000-0000-000000016152">Contingency Plan</card>	campaign-0000-0000-0000-000000016152	Contingency Plan		Campaign	0	Event	✨						ATTACK.
<card qty="1" id="campaign-0000-0000-0000-000000016153">In Defiance</card>	campaign-0000-0000-0000-000000016153	In Defiance		Campaign	0	Event	✨			
<card qty="1" id="campaign-0000-0000-0000-000000016154">Calculate the Odds</card>	campaign-0000-0000-0000-000000016154	Calculate the Odds		Campaign	0	Event	✨			
<card qty="1" id="campaign-0000-0000-0000-000000016155">Creative Solution</card>	campaign-0000-0000-0000-000000016155	Creative Solution		Campaign	0	Event	✨			
<card qty="1" id="campaign-0000-0000-0000-000000016156">Grapple</card>	campaign-0000-0000-0000-000000016156	Grapple		Campaign	0	Event	✨			
<card qty="1" id="campaign-0000-0000-0000-000000016157">Wing It</card>	campaign-0000-0000-0000-000000016157	Wing It		Campaign	0	Event	✨			
<card qty="1" id="campaign-0000-0000-0000-000000016158">Close Call</card>	campaign-0000-0000-0000-000000016158	Close Call		Campaign	0	Event	✨			
<card qty="1" id="campaign-0000-0000-0000-000000016159">Defy Danger</card>	campaign-0000-0000-0000-000000016159	Defy Danger		Campaign	1	Event	✨						ATTACK.
<card qty="1" id="campaign-0000-0000-0000-000000016160">In Harm's Way</card>	campaign-0000-0000-0000-000000016160	In Harm's Way		Campaign	1	Event	✨						THWART.
<card qty="1" id="campaign-0000-0000-0000-000000016161">Take the Fight to Them</card>	campaign-0000-0000-0000-000000016161	Take the Fight to Them		Campaign	0	Event	✨			
<card qty="1" id="campaign-0000-0000-0000-000000016162">Armor Plating</card>	campaign-0000-0000-0000-000000016162	Armor Plating		Campaign	0	Upgrade	✨						ARMOR. MILANO MOD.
<card qty="1" id="campaign-0000-0000-0000-000000016163">Heavy Cannon</card>	campaign-0000-0000-0000-000000016163	Heavy Cannon		Campaign	0	Upgrade	✨						MILANO MOD. WEAPON.
<card qty="1" id="campaign-0000-0000-0000-000000016164">Hyper Thrusters</card>	campaign-0000-0000-0000-000000016164	Hyper Thrusters		Campaign	1	Upgrade	✨						MILANO MOD. TECH.
<card qty="1" id="campaign-0000-0000-0000-000000016165">Reactor Core</card>	campaign-0000-0000-0000-000000016165	Reactor Core		Campaign	1	Upgrade	✨						MILANO MOD. TECH.
<card qty="1" id="campaign-0000-0000-0000-000000016166">Ardent Resolve</card>	campaign-0000-0000-0000-000000016166	Ardent Resolve		Campaign	0	Event	✨			
<card qty="1" id="campaign-0000-0000-0000-000000016167">Onrush</card>	campaign-0000-0000-0000-000000016167	Onrush		Campaign	0	Event	✨			
<card qty="1" id="campaign-0000-0000-0000-000000016168">Safeguard</card>	campaign-0000-0000-0000-000000016168	Safeguard		Campaign	0	Event	✨			
<card qty="1" id="campaign-0000-0000-0000-000000016169">Sure Gamble</card>	campaign-0000-0000-0000-000000016169	Sure Gamble		Campaign	0	Event	✨			
<card qty="1" id="campaign-0000-0000-0000-000000016170">Cargo Hold</card>	campaign-0000-0000-0000-000000016170	Cargo Hold		Campaign	0	Upgrade	✨						LOCATION. MILANO MOD.
<card qty="1" id="campaign-0000-0000-0000-000000016171">Mounted Laser</card>	campaign-0000-0000-0000-000000016171	Mounted Laser		Campaign	1	Upgrade	✨						MILANO MOD. WEAPON.
<card qty="1" id="campaign-0000-0000-0000-000000016172">Navigation Column</card>	campaign-0000-0000-0000-000000016172	Navigation Column		Campaign	2	Upgrade	✨						MILANO MOD. TECH.
<card qty="1" id="campaign-0000-0000-0000-000000016173">Targeting Screen</card>	campaign-0000-0000-0000-000000016173	Targeting Screen		Campaign	2	Upgrade	✨						MILANO MOD. TECH.
<card qty="1" id="campaign-0000-0000-0000-000000016174">Grand Strategy</card>	campaign-0000-0000-0000-000000016174	Grand Strategy		Campaign	0	Event	✨			
<card qty="1" id="campaign-0000-0000-0000-000000016175">Power Unleashed</card>	campaign-0000-0000-0000-000000016175	Power Unleashed		Campaign	0	Event	✨			
<card qty="1" id="campaign-0000-0000-0000-000000016176">Tried and True</card>	campaign-0000-0000-0000-000000016176	Tried and True		Campaign	0	Event	✨			
<card qty="1" id="campaign-0000-0000-0000-000000016177">Triple Threat</card>	campaign-0000-0000-0000-000000016177	Triple Threat		Campaign	0	Event	✨			
<card qty="1" id="753f440f-5c74-4c76-9268-b8e293a528f2">Nova Prime</card>	753f440f-5c74-4c76-9268-b8e293a528f2	Nova Prime (Richard Rider)		Hero	5	Ally	✨						AERIAL. NOVA CORPS.
<card qty="3" id="081ae9ca-9c97-4741-8e63-ad767e4792a0">Daring Escape</card>	081ae9ca-9c97-4741-8e63-ad767e4792a0	Daring Escape		Hero	0	Event	⚡			
<card qty="2" id="967fa445-fa20-4227-80e3-b7ec49ab4984">Gutsy Move</card>	967fa445-fa20-4227-80e3-b7ec49ab4984	Gutsy Move		Hero	2	Event	🧪						THWART.
<card qty="3" id="3856d26a-cb62-47e4-9abc-1795908055b2">Sliding Shot</card>	3856d26a-cb62-47e4-9abc-1795908055b2	Sliding Shot		Hero	3	Event	👊🏾						ATTACK.
<card qty="1" id="6b17af23-7992-4596-9f2d-0bc8e96d48df">Bad Boy</card>	6b17af23-7992-4596-9f2d-0bc8e96d48df	Bad Boy		Hero	3	Support	👊🏾						VEHICLE.
<card qty="2" id="ec3cd0ca-86c2-4f3a-a842-25439c84f77a">Element Gun</card>	ec3cd0ca-86c2-4f3a-a842-25439c84f77a	Element Gun		Hero	3	Upgrade	⚡						TECH. WEAPON.
<card qty="1" id="d34c8642-33e8-4db7-a43c-51d008a1695e">Jet Boots</card>	d34c8642-33e8-4db7-a43c-51d008a1695e	Jet Boots		Hero	2	Upgrade	🧪						ITEM. TECH.
<card qty="1" id="c8476ff3-96e5-42dc-96a7-5458ac84e26a">Leader of the Guardians</card>	c8476ff3-96e5-42dc-96a7-5458ac84e26a	Leader of the Guardians		Hero	3	Upgrade	🧪						TITLE.
<card qty="1" id="0f3e78ed-199a-455f-97b1-0caaddd8843d">Star-Lord's Helmet</card>	0f3e78ed-199a-455f-97b1-0caaddd8843d	Star-Lord's Helmet		Hero	1	Upgrade	🧪						ARMOR. TECH.
<card qty="1" id="546862c3-6249-432e-9640-29eb9db5eb98">Adam Warlock</card>	546862c3-6249-432e-9640-29eb9db5eb98	Adam Warlock		Leadership	3	Ally	👊🏾						AERIAL. MYSTIC.
<card qty="1" id="f060c4ad-560e-4835-8a31-876c90e215c6">Beta Ray Bill</card>	f060c4ad-560e-4835-8a31-876c90e215c6	Beta Ray Bill		Leadership	5	Ally	👊🏾						ASGARD.
<card qty="1" id="33b5679b-04e2-4a19-81af-1772d10e512f">Yondu</card>	33b5679b-04e2-4a19-81af-1772d10e512f	Yondu		Leadership	4	Ally	⚡						GUARDIAN.
<card qty="3" id="68021be4-68a5-42a4-90c7-7f1b9c654c5b">Air Supremacy</card>	68021be4-68a5-42a4-90c7-7f1b9c654c5b	Air Supremacy		Leadership	2	Event	👊🏾						AERIAL. TACTIC.
<card qty="3" id="0d5733a1-1799-4fb4-8f2d-7fba7feac356">Blaze of Glory</card>	0d5733a1-1799-4fb4-8f2d-7fba7feac356	Blaze of Glory		Leadership	2	Event	👊🏾			
<card qty="3" id="2dcb5816-8243-424e-9ce5-d273c17d0589">Target Practice</card>	2dcb5816-8243-424e-9ce5-d273c17d0589	Target Practice		Leadership	0	Support	🧪						SKILL.
<card qty="3" id="3e1499c5-0697-4b33-bade-3fab579af777">Laser Blaster</card>	3e1499c5-0697-4b33-bade-3fab579af777	Laser Blaster		Leadership	1	Upgrade	👊🏾						TECH. WEAPON.
<card qty="1" id="79bc8bc5-cee6-45aa-b364-9f5675e2f038">Cosmo</card>	79bc8bc5-cee6-45aa-b364-9f5675e2f038	Cosmo		Basic	2	Ally	🧪						GUARDIAN.
<card qty="1" id="a4930c6e-5043-43a7-8593-bd8569f9aee5">C.I.T.T.</card>	a4930c6e-5043-43a7-8593-bd8569f9aee5	C.I.T.T.		Basic	2	Support	✨						VEHICLE.
<card qty="1" id="ec856ad7-0f1c-46f4-8367-52103f36f0b2">Knowhere</card>	ec856ad7-0f1c-46f4-8367-52103f36f0b2	Knowhere		Basic	2	Support	⚡						LOCATION.
<card qty="3" id="1eeac375-810b-4d71-b299-eb0cb44f9bc9">Pulse Grenade</card>	1eeac375-810b-4d71-b299-eb0cb44f9bc9	Pulse Grenade		Basic	2	Upgrade	⚡						WEAPON.
